"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"강북요양원2호점","G3387","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정희","1132000000","도봉구","서울특별시 도봉구 도봉로 669-0 (방학동)"
"효심요양원2호","G3389","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍승대","1126000000","중랑구","서울특별시 중랑구 망우로 171 4층 (중화동)"
"효심요양원1호","G3391","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","윤소정","1126000000","중랑구","서울특별시 중랑구 망우로 171 4층 (중화동)"
"행복가득요양원","G3503","(노인) 노인요양시설","노인의료복지시설","자치구","조미정","1141000000","서대문구","서울특별시 서대문구 거북골로 202-2 (북가좌동)"
"한마음실버빌","G3525","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조훈원","1168000000","강남구","서울특별시 강남구 논현로12길 19-4 2~3층 (개포동)"
"장수노인요양공동생활가정","G3536","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장미영","1141000000","서대문구","서울특별시 서대문구 응암로 145 (북가좌동)"
"경동노인요양원2","G3567","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조현","1123000000","동대문구","서울특별시 동대문구 약령시로 122-5 1~3층 (제기동)"
"경동노인요양원","G3568","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","윤용암","1123000000","동대문구","서울특별시 동대문구 약령시로 122-5 4~6층 (제기동)"
"시니어실버타운2","G3570","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김종선","1154500000","금천구","서울특별시 금천구 독산로 217 5층 (독산동)"
"시니어실버타운1","G3571","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박행란","1154500000","금천구","서울특별시 금천구 독산로217 4층 (독산동)"
"러빙케어","G3646","(노인) 노인요양시설","노인의료복지시설","자치구","이대석","1135000000","노원구","서울특별시 노원구 상계로1길 54-4 207 307호 (상계동 상계동센트럴타워)"
"사랑재활요양원3호점","G3658","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정금숙","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길 54 (창동 이순빌딩 34층)"
"서울행복한요양원","G3682","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이상엽","1132000000","도봉구","서울특별시 도봉구 마들로 664-11 601호 (도봉동)"
"나은요양원","G3693","(노인) 노인요양시설","노인의료복지시설","자치구","구영회","1162000000","관악구","서울특별시 관악구 호암로 401 5층 (신림동)"
"길재활요양원","G3761","(노인) 노인요양시설","노인의료복지시설","자치구","한진섭","1130500000","강북구","서울특별시 강북구 인수봉로 225 (수유동)"
"정진요양원","G3775","(노인) 노인요양시설","노인의료복지시설","자치구","김진환","1129000000","성북구","서울특별시 성북구 서경로 110 2-5층 (정릉동 정진빌딩)"
"광진늘푸른요양원","G3778","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이화재","1121500000","광진구","서울특별시 광진구 뚝섬로 613 6층 (자양동)"
"효림요양원","G3781","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박혜진","1123000000","동대문구","서울특별시 동대문구 고산자로 476 3층 (제기동)"
"경동효림요양원","G3783","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이서주","1123000000","동대문구","서울특별시 동대문구 고산자로 476 4층 (제기동)"
"하나요양원","G3809","(노인) 노인요양시설","노인의료복지시설","자치구","이지영","1154500000","금천구","서울특별시 금천구 시흥대로153길 99 478층 (가산동)"
"정원실버요양원 2호점","G3817","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배성희","1174000000","강동구","서울특별시 강동구 양재대로124길 41 3층 (길동 성원빌딩)"
"정원실버요양원","G3818","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조순이","1174000000","강동구","서울특별시 강동구 양재대로124길 41 4층 (길동)"
"올리사랑 요양원","G3850","(노인) 노인요양시설","노인의료복지시설","자치구","백승권","1147000000","양천구","서울특별시 양천구 신월로 191 (신월동 정세빌딩 3.4.5 층)"
"정릉노인요양원","G3865","(노인) 노인요양시설","노인의료복지시설","자치구","윤고은","1129000000","성북구","서울특별시 성북구 정릉로12길 69 (정릉동)"
"나눔요양원","G3925","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박형배","1162000000","관악구","서울특별시 관악구 남부순환로 1468-0 (신림동)1468 4층 (신림동)"
"효사랑요양원","G3941","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오승환","1162000000","관악구","서울특별시 관악구 관악로 111 3층 (봉천동)"
"신림요양원","G4050","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심우경","1162000000","관악구","서울특별시 관악구 난곡로 272 2층 (신림동)"
"동대문효림요양원","G4067","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박영주","1123000000","동대문구","서울특별시 동대문구 고산자로 476 3층 (제기동)"
"제기동효림요양원","G4068","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이희주","1123000000","동대문구","서울특별시 동대문구 고산자로 476 4층 (제기동)"
"서울팔팔요양원","G4072","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘숙","1123000000","동대문구","서울특별시 동대문구 고산자로 476 5층 (제기동)"
"서울백세요양원","G4073","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조진영","1123000000","동대문구","서울특별시 동대문구 고산자로 476 5층 (제기동)"
"그린케어요양센터","G4166","(노인) 노인요양시설","노인의료복지시설","자치구","김은자","1153000000","구로구","서울특별시 구로구 중앙로 60 67층 (고척동 강산메디칼프라자)"
"노원행복한요양원","G4168","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임계남","1135000000","노원구","서울특별시 노원구 한글비석로47길 58 4층 (상계동)"
"행복한요양원","G4169","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조현자","1135000000","노원구","서울특별시 노원구 한글비석로47길 58 3층 (상계동)"
"성산100세노인요양공동생활가정 1관","G4226","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김성태","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)"
"금천햇살요양원","G4267","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","우영선","1154500000","금천구","서울특별시 금천구 시흥대로 487 독산1동 2층 (독산동)"
"강북효심요양원1","G4328","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정은경","1130500000","강북구","서울특별시 강북구 삼양로77가길 9 4층 (수유동)"
"강북효심요양원2","G4329","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김안숙","1130500000","강북구","서울특별시 강북구 삼양로77가길 9 2지하1층 (수유동)"
"은빛사랑1","G4365","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신우재","1156000000","영등포구","서울특별시 영등포구 디지털로 392 5층(대림동 정성빌딩)5층 (대림동 정성빌딩)"
"은빛사랑2","G4366","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고미애","1156000000","영등포구","서울특별시 영등포구 디지털로 392 (대림동. 정성빌딩)5층"
"은빛사랑3","G4367","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","민경우","1156000000","영등포구","서울특별시 영등포구 디지털로 392 6층 (대림동 정성빌딩)6층 (대림동 정성빌딩)"
"가인요양원","G4406","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유영근","1130500000","강북구","서울특별시 강북구 삼양로 437 2층 (수유동 성아빌딩)"
"하늘정원 요양원","G4407","(노인) 노인요양시설","노인의료복지시설","자치구","김동미","1147000000","양천구","서울특별시 양천구 등촌로 32 8층 (목동 태영프라자)"
"정든요양원","G4416","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유희연","1123000000","동대문구","서울특별시 동대문구 제기로 72 4층 (제기동)"
"강북유진복지센터","G4418","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장명희","1130500000","강북구","서울특별시 강북구 삼양로77가길 9 5층 (수유동)"
"노인요양시설 하늘정원실버케어","G4476","(노인) 노인요양시설","노인의료복지시설","자치구","김향미","1141000000","서대문구","서울특별시 서대문구 홍제내길48 (홍제동)"
"강동힐링요양원","G4483","(노인) 노인요양시설","노인의료복지시설","자치구","정혜수","1174000000","강동구","서울특별시 강동구 천호대로 1240-9 (둔촌동)"
"가온실버케어","G4487","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강정애","1138000000","은평구","서울특별시 은평구 가좌로306 4층 (신사동)"
"가족사랑노인요양원","G4496","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강번영","1150000000","강서구","서울특별시 강서구 곰달래로 97 2층 (화곡동 BS타운)"
"목동평강 요양원","G4509","(노인) 노인요양시설","노인의료복지시설","자치구","임재심","1147000000","양천구","서울특별시 양천구 은행정로5 6층 (신정동 에벤에셀프라자)"
"한마음요양원","G4517","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김진희","1168000000","강남구","서울특별시 강남구 논현로12길 19-4 2~3층 (개포동)"
"엠더블유(공생) 요양원","G4529","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장유진","1111000000","종로구","서울특별시 종로구 율곡로17길 7-38 6층 (이화동)"
"강남가정요양원4","G4592","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","한동인","1154500000","금천구","서울특별시 금천구 독산로 290 4층 (독산동)"
"강남가정요양원3","G4593","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","한광택","1154500000","금천구","서울특별시 금천구 독산로 290 3층 (독산동)"
"신상도요양원","G4652","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박혜순","1159000000","동작구","서울특별시 동작구 양녕로20길 108 (상도동)"
"소망요양원1","G4738","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김연","1153000000","구로구","서울특별시 구로구 구로동로28길 87 2층 (구로동)"
"소망요양원2","G4739","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이계진","1153000000","구로구","서울특별시 구로구 구로동로28길 87 2층 (구로동)"
"늘푸른요양원","G4758","(노인) 노인요양시설","노인의료복지시설","자치구","남정애","1150000000","강서구","서울특별시 강서구 수명로 80 6층 7층 (내발산동 베스트프라자)"
"우리엄마요양원 2호점","G4798","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정은","1129000000","성북구","서울특별시 성북구 보문로123 4 2층 (보문동2가)"
"성모요양원","G4819","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","서민정","1135000000","노원구","서울특별시 노원구 노원로 479 3층 (상계동)"
"실버빌요양원","G4842","(노인) 노인요양시설","노인의료복지시설","자치구","김재겸","1132000000","도봉구","서울특별시 도봉구 노해로277 (창동)"
"KB골든라이프케어 위례 빌리지","G4859","(노인) 노인요양시설","노인의료복지시설","자치구","곽혜련","1171000000","송파구","서울특별시 송파구 위례광장로 220 (장지동)"
"사랑채요양원","G4960","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고재희","1126000000","중랑구","서울특별시 중랑구 면목로 220 2층 (면목동 학림빌딩)"
"늘푸른 소망요양원","G4983","(노인) 노인요양시설","노인의료복지시설","자치구","이영란","1147000000","양천구","서울특별시 양천구 지양로 29 234층 (신월동 오윤빌딩)"
"참존vip요양원","G5001","(노인) 노인요양시설","노인의료복지시설","자치구","유명철","1132000000","도봉구","서울특별시 도봉구 도봉로136가길 4 4층 (창동 창동리더스빌딩)"
"(A )강동포도나무요양원 2호점","G5041","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김심명","1174000000","강동구","서울특별시 강동구 상암로 195 2층 203호 (명일동)"
"(A )강동포도나무요양원 1호점","G5042","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍미경","1174000000","강동구","서울특별시 강동구 상암로 195 2층 201호 (명일동)"
"강동천호실버센터1호","G5045","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이유경","1174000000","강동구","서울특별시 강동구 올림픽로664 3층 331호 (천호동 대우 한강 베네시티)"
"강동천호실버센터2호","G5047","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최지연","1174000000","강동구","서울특별시 강동구 올림픽로 664 3층 332호 (천호동 대우 한강 베네시티)"
"늘봄요양원","G5049","(노인) 노인요양시설","노인의료복지시설","자치구","문덕흥","1135000000","노원구","서울특별시 노원구 한글비석로47길 58 2층 (상계동)"
"은평실버랜드요양원","G5167","(노인) 노인요양시설","노인의료복지시설","자치구","강대근","1138000000","은평구","서울특별시 은평구 연서로21길27-20 (갈현동)"
"평화요양원","G5189","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지택","1123000000","동대문구","서울특별시 동대문구 제기로 72 3층 (제기동)"
"당신의 의자 요양원","G5223","(노인) 노인요양시설","노인의료복지시설","자치구","전정순","1162000000","관악구","서울특별시 관악구 난곡로10길 10 (신림동)"
"성산100세노인요양공동생활가정 2관","G5338","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정정희","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)"
"강변케어센터","G5350","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이유진","1121500000","광진구","서울특별시 광진구 구의강변로 35 6층 (구의동)"
"강변케어센터2","G5351","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심대유","1121500000","광진구","서울특별시 광진구 구의강변로 35 6층 (구의동)"
"기쁨과나눔노인요양원","G5402","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조병석","1132000000","도봉구","서울특별시 도봉구 도봉로137길 48 2층 (쌍문동)"
"기쁨과나눔노인요양원2호점","G5403","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오두영","1132000000","도봉구","서울특별시 도봉구 도봉로137길 48 2층 (쌍문동)"
"이삭요양원","G5409","(노인) 노인요양시설","노인의료복지시설","자치구","백남옥","1154500000","금천구","서울특별시 금천구 시흥대로 214 (시흥동)"
"북부성모요양원","G5453","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김지수","1130500000","강북구","서울특별시 강북구 한천로 1152 (수유동 수유빌딩 3층)"
"A플러스노아재활요양원","G5487","(노인) 노인요양시설","노인의료복지시설","자치구","김세용","1132000000","도봉구","서울특별시 도봉구 마들로 649-20 6층 (방학동 메인프라자)"
"미소지움요양원","G5531","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박현정","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 3층 (답십리동 창승빌딩)"
"난향요양원1","G5561","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정은","1162000000","관악구","서울특별시 관악구 남부순환로 1470 3층 (신림동)"
"난향요양원2","G5562","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","문제숙","1162000000","관악구","서울특별시 관악구 남부순환로 1470 4층 (신림동)"
"강이보이는요양원","G5713","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강요섭","1153000000","구로구","서울특별시 구로구 개봉로 4 5층 (개봉동)"
"노블레스요양원2","G5731","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김제선","1121500000","광진구","서울특별시 광진구 용마산로 105 2층 (중곡동)"
"어버이사랑노인의료실버타운","G5846","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이의인","1156000000","영등포구","서울특별시 영등포구 도림로 323 2층 203 205호 (신길동 건영상가)"
"워커힐케어센터1","G5847","(노인) 노인요양시설","노인의료복지시설","자치구","문혜진","1121500000","광진구","서울특별시 광진구 아차산로 634 6 7층 (광장동 대오빌딩)"
"워커힐케어센터2","G5849","(노인) 노인요양시설","노인의료복지시설","자치구","이미안","1121500000","광진구","서울특별시 광진구 아차산로 634 5층 (광장동 대오빌딩)"
"은빛요양원1","G5882","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이미자","1162000000","관악구","서울특별시 관악구 신림로 134 4층 (신림동 오성빌딩)"
"은빛요양원Ⅱ","G5883","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이연수","1162000000","관악구","서울특별시 관악구 신림로 134 5층 (신림동 오성빌딩)"
"노블레스요양원1","G5923","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍정화","1121500000","광진구","서울특별시 광진구 용마산로 105 3층 (중곡동 광진빌딩)"
"노블레스요양원","G5963","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김경은","1135000000","노원구","서울특별시 노원구 노원로 479 2층 (상계동)"
"신림요양원2","G6034","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박경희","1162000000","관악구","서울특별시 관악구 난곡로 272 3층 (신림동)"
"어버이사랑노인의료복지센터1","G6075","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강혜원","1156000000","영등포구","서울특별시 영등포구 도림로 318 4층 (신길동)"
"어버이사랑노인의료복지센터2","G6077","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현주","1156000000","영등포구","서울특별시 영등포구 도림로 318 5층 (신길동)"
"조은노인요양센터","G6129","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정명자","1126000000","중랑구","서울특별시 중랑구 상봉로 7 3층 (면목동 서일타운)"
"골든시니어케어센터","G6178","(노인) 노인요양시설","노인의료복지시설","자치구","김정민","1126000000","중랑구","서울특별시 중랑구 동일로 917-4 (묵동)"
"강북하루정요양원","G6286","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김순재","1130500000","강북구","서울특별시 강북구 삼양로 433 5층 (수유동)"
"굿모닝요양원2호점","G6357","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김순철","1132000000","도봉구","서울특별시 도봉구 도봉로 765 4층 (도봉동)"
"굿모닝요양원","G6361","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최도희","1132000000","도봉구","서울특별시 도봉구 도봉로 765 2층 (도봉동)"
"실비아요양원","G6403","(노인) 노인요양시설","노인의료복지시설","자치구","채봉석","1138000000","은평구","서울특별시 은평구 증산로15길 35-8 상가11동 (신사동 101201301호)"
"관악실버케어","G6409","(노인) 노인요양시설","노인의료복지시설","자치구","김상희","1162000000","관악구","서울특별시 관악구 대학18길 34-7 (신림동)"
"명지요양원","G6420","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정희","1162000000","관악구","서울특별시 관악구 난곡로 316 6층 (신림동 진성타워)"
"보라매요양원","G6439","(노인) 노인요양시설","노인의료복지시설","자치구","윤기훈","1153000000","구로구","서울특별시 구로구 목동남로 32 (고척동 보광빌딩 (B1 3467층))"
"A 평화요양원","G6587","(노인) 노인요양시설","노인의료복지시설","자치구","노귀남","1126000000","중랑구","서울특별시 중랑구 중랑천로52 (면목동)"
"사랑요양원","G6668","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강혜란","1126000000","중랑구","서울특별시 중랑구 용마산로 494 (망우동)"
"메디치피아요양센터","G6698","(노인) 노인요양시설","노인의료복지시설","자치구","이남희","1153000000","구로구","서울특별시 구로구 중앙로 10-15 (고척동)"
"다원실버요양원","G6700","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","나윤호","1153000000","구로구","서울특별시 구로구 오리로 1289 2층 (궁동)"
"중랑삼성 요양원","G6874","(노인) 노인요양시설","노인의료복지시설","자치구","이해경","1126000000","중랑구","서울특별시 중랑구 동일로91가길 27 (면목동)"
"나눔요양원","G6877","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이상철","1162000000","관악구","서울특별시 관악구 남부순환로 1468 4층 (신림동)"
"강북중앙요양원","G7025","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","안순자","1130500000","강북구","서울특별시 강북구 도봉로 243 3층 (미아동)"
"성창요양원","G7039","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김용자","1123000000","동대문구","서울특별시 동대문구 한천로37길23 4층 (답십리동)"
"보은노인요양공동생활가정","G7238","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김태인","1123000000","동대문구","서울특별시 동대문구 한천로 213 4층 (전농동)"
"서울케어링하우스","G7414","(노인) 노인요양시설","노인의료복지시설","자치구","정재영","1174000000","강동구","서울특별시 강동구 올림픽로 831 (암사동)"
"하루정요양센터","G7479","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이승희","1132000000","도봉구","서울특별시 도봉구 해등로17길 42 4층 (쌍문동)"
"우리집요양원","G7638","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","윤현승","1123000000","동대문구","서울특별시 동대문구 제기로 72 2층 (제기동)"
"삼연요양원","G7720","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현자","1126000000","중랑구","서울특별시 중랑구 봉우재로 79 5층 (상봉동)"
"존엄케어노인전문요양원","G8029","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김길수","1126000000","중랑구","서울특별시 중랑구 용마산로51길 1 2층 (면목동)"
"사랑가득요양원1호","G8040","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박찬형","1138000000","은평구","서울특별시 은평구 수색로14길 5-3 5층 (수색동)"
"사랑가득요양원2호","G8041","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","안명자","1138000000","은평구","서울특별시 은평구 수색로14길 5-3 6층 (수색동)"
"참햇살요양원","G8069","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최명숙","1130500000","강북구","서울특별시 강북구 도봉로403 2층 (수유동)"
"햇살요양원","G8082","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전은주","1130500000","강북구","서울특별시 강북구 도봉로 403 3층 (수유동)"
"늘푸른요양원","G8126","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","안은주","1129000000","성북구","서울특별시 성북구 장월로1길60 (상월곡동)"
"섬기는 실버하우스 요양원","G8170","(노인) 노인요양시설","노인의료복지시설","자치구","이명애","1154500000","금천구","서울특별시 금천구 시흥대로 214 11층 (시흥동)"
"성북힐요양원","G8273","(노인) 노인요양시설","노인의료복지시설","자치구","윤민정","1129000000","성북구","서울특별시 성북구 성북로31가길 21 (성북동)"
"서울조은요양원","G8421","(노인) 노인요양시설","노인의료복지시설","자치구","김영숙","1154500000","금천구","서울특별시 금천구 시흥대로152길 11-43 2층 (독산동)"
"서울실버케어노인요양원","J0497","(노인) 노인요양시설","노인의료복지시설","자치구","김정분","1135000000","노원구","서울특별시 노원구 한글비석로44길 312층3층 (상계동)"
"동우너싱홈","J1296","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이해성","1126000000","중랑구","서울특별시 중랑구 망우로 422 "
"베스트그린요양원1호점","J2235","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김영일","1126000000","중랑구","서울특별시 중랑구 동일로 789그린프라자 6층"
"은평효실버요양원","J2247","(노인) 노인요양시설","노인의료복지시설","자치구","박찬식","1138000000","은평구","서울특별시 은평구 연서로 17(역촌동)"
"두레노인요양원","J2254","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이병기","1126000000","중랑구","서울특별시 중랑구 신내로 45해성빌딩 701호"
"송파그린요양원","J3203","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김광섭","1171000000","송파구","서울특별시 송파구 성내천로 208신안빌딩 3층"
"장생시니어타운","J4003","(노인) 노인요양시설","노인의료복지시설","자치구","손숙영","1165000000","서초구","서울특별시 서초구 강남대로89길 10 (반포동 707-9)"
"행복드림요양원","J5102","(노인) 노인요양시설","노인의료복지시설","자치구","김성자","1132000000","도봉구","서울특별시 도봉구 도봉로154길 23신성빌딩 3층"
"은빛노인요양공동생활가정2","J5152","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강정순","1171000000","송파구","서울특별시 송파구 거마로 99"
"워커힐실버타운","J6228","(노인) 노인요양시설","노인의료복지시설","자치구","김현정","1121500000","광진구","서울특별시 광진구 워커힐로 93 (구의동)"
"노원사랑요양원4","J6599","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김은화","1135000000","노원구","서울특별시 노원구 동일로174길 44202호"
"효담요양원","J6871","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장현아","1147000000","양천구","서울특별시 양천구 오목로 624층 (신월동)"
"포도나무실버타운4호점","J6872","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","현나영","1171000000","송파구","서울특별시 송파구 가락로 25층"
"포도나무실버타운3호점","J6874","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","남명숙","1171000000","송파구","서울특별시 송파구 가락로 25층"
"명성노인복지센터","J7298","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","노희선","1129000000","성북구","서울특별시 성북구 보국문로4길 8"
"광진원광실버센터","J7702","(노인) 노인요양시설","노인의료복지시설","자치구","박서미","1121500000","광진구","서울특별시 광진구 아차산로63길 35 (구의동)"
"늘푸른요양원","J7851","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박순자","1126000000","중랑구","서울특별시 중랑구 용마산로 488유진빌딩 4층"
"예덕효요양원","J7864","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정광호","1147000000","양천구","서울특별시 양천구 중앙로232 3층 (신정동)"
"정다운요양원","J7968","(노인) 노인요양시설","노인의료복지시설","자치구","한미경","1147000000","양천구","서울특별시 양천구 오목로 208 (신정동)"
"두레노인요양원B","J8201","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현정","1126000000","중랑구","서울특별시 중랑구 신내로 45해성빌딩 6층"
"벧엘의집 요양원2","J8417","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박종성","1162000000","관악구","서울특별시 관악구 미성동96 2층 (신림동 미성빌딩)"
"서울숲재활요양원","J8430","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신미희","1120000000","성동구","서울특별시 성동구 뚝섬로 401-23층 (성수동2가)"
"번동노인요양원","J8607","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김명화","1130500000","강북구","서울특별시 강북구 한천로105길24 202동 2층 (번동)"
"성신노인요양원","J8676","(노인) 노인요양시설","노인의료복지시설","자치구","권장혁","1129000000","성북구","서울특별시 성북구 동소문로13나길 110 (동소문동7가)"
"늘편한요양센터","J8710","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최동혁","1174000000","강동구","서울특별시 강동구 구천면로318 4층 (천호동)"
"구립중구노인요양센터","J8714","(노인) 노인요양시설","노인의료복지시설","자치구","전미애","1114000000","중구","서울특별시 중구 필동로 96 (장충동2가)"
"송파그린요양원2","J8840","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김희주","1171000000","송파구","서울특별시 송파구 성내천로 208신안빌딩 2층"
"연희시니어스","J8879","(노인) 노인요양시설","노인의료복지시설","자치구","김현주","1141000000","서대문구","서울특별시 서대문구 연희로31길 8-7 (연희동)"
"행복요양원3","J8900","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김다원","1153000000","구로구","서울특별시 구로구 경인로23길 86층 (오류동)(오류동)"
"행복요양원2","J8901","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임문선","1153000000","구로구","서울특별시 구로구 경인로23길 86층 (오류동)(오류동)"
"써니요양원","J8913","(노인) 노인요양시설","노인의료복지시설","자치구","김정훈","1138000000","은평구","서울특별시 은평구 증산로15길 26 (신사동)"
"동그라미요양센터1호점","J9361","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박동균","1132000000","도봉구","서울특별시 도봉구 쌍문동103 4층 (쌍문동 춘광빌딩)"
"황금나무너싱홈","J9465","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김소연","1174000000","강동구","서울특별시 강동구 고덕로27길33-27 101호 (암사동)"
"명지요양센터","J9480","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이병란","1162000000","관악구","서울특별시 관악구 난곡로316 6층 (신림동 진성타워(신사동))"
"동부실버케어요양원","J9485","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김누리","1121500000","광진구","서울특별시 광진구 자양번영로 343층 (자양동)"
"대한연세요양원","J9547","(노인) 노인요양시설","노인의료복지시설","자치구","정화철","1174000000","강동구","서울특별시 강동구 고덕로 421 (강일동)"
